Nome: JOAO PESSOA
Codigo Estacao: 82798
Latitude: -7.09527777
Longitude: -34.8486111
Altitude: 9.67
Situacao: Operante
Data Inicial: 2001-01-01
Data Final: 2021-03-21
Periodicidade da Medicao: Diaria

Data Medicao;INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2001-01-01;10.8;0;30;27.12;23;73.5;3.8;
2001-01-02;11.4;0;30;27.8;26;75.25;3;
2001-01-03;2;0;29.6;26.92;23.2;75.5;2.366667;
2001-01-04;3;0;29.8;27.58;25.8;75.5;3.2;
2001-01-05;10.2;0;30.2;27.8;25.6;75.5;3.633333;
2001-01-06;10.2;0;30.4;28.16;26;73.25;3.3;
2001-01-07;10.2;0;30.6;27.84;26.2;72;3.066667;
2001-01-08;11.6;0;30.8;27.8;25.4;70.25;3.666667;
2001-01-09;10.1;0;30.6;27.84;25;77.25;2.733333;
2001-01-10;7.1;.2;31;27.72;24.2;70.75;3.866667;
2001-01-11;2.2;2.2;30.6;26.72;24;83;2.6;
2001-01-12;2.1;11.4;29.8;27.44;24.8;77.5;3.2;
2001-01-13;9.2;5;30;27.24;24.2;76.25;4.533333;
2001-01-14;8.3;0;30;27.36;24.2;73;4.133333;
2001-01-15;10.3;0;30.4;27.5;24.7;71;4.2;
2001-01-16;9.2;.4;30.2;27.24;24.2;69.25;4.666667;
2001-01-17;11.4;0;30.3;27.5;25.8;70.25;3.966667;
2001-01-18;7.6;3;29.8;27.12;23.4;74.75;3.366667;
2001-01-19;10.1;2;30.6;27.68;25;74.75;3.2;
2001-01-20;10.4;0;30.2;27.6;24.6;70.25;3.866667;
2001-01-21;10.7;0;30.2;27.56;24.2;73.75;3.1;
2001-01-22;10.7;0;30.6;27.72;24.6;72.25;3.3;
2001-01-23;10.9;.2;30.8;27.72;24;74;2.933333;
2001-01-24;7.8;.2;30.4;27.2;23.6;75.75;3.3;
2001-01-25;11.2;.6;30.4;27.68;24.8;71.25;3.2;
2001-01-26;11;.1;30.4;27.56;24.4;71.5;3.3;
2001-01-27;10.6;0;30.6;28.04;26;74;3.566667;
2001-01-28;10.6;0;30.6;28.08;26.2;72.75;3.266667;
2001-01-29;10.7;0;30.6;28;26;71;2.866667;
2001-01-30;10.5;0;30.6;27.48;23.6;73.5;3.933333;
2001-01-31;10.4;0;30.6;27.8;24.2;73.5;2.466667;
2001-02-01;11.1;0;30.8;27.68;23.4;75.25;3.133333;
2001-02-02;10.1;0;31;27.8;23.6;72.25;3.2;
2001-02-03;10;0;30.6;28.12;26.6;73;3.866667;
2001-02-04;9.8;0;31;28.12;25.4;69.75;3.2;
2001-02-05;10.9;0;30.4;27.88;24.6;71.75;2.7;
2001-02-06;10.9;0;31;28.2;25.8;72.5;3.033333;
2001-02-07;7.8;0;31;28.24;24.8;76.5;3.2;
2001-02-08;10.8;2;31;28;25.4;73.75;3.766667;
2001-02-09;10.7;0;31;28.36;26.6;67;4.2;
2001-02-10;11;0;31.2;27.68;23;67.5;3.833333;
2001-02-11;9.1;0;30;27.44;23;74;3.633333;
2001-02-12;10.2;0;31;28;25;75;3.833333;
2001-02-13;10;0;31.4;28.24;24.8;71;4.333333;
2001-02-14;11;0;31;28;25;71.5;3.1;
2001-02-15;9.9;0;30.4;27.36;22.8;70.25;2.966667;
2001-02-16;10.5;0;31.4;27.64;23;72.75;4.066667;
2001-02-17;10.6;0;31.2;27.96;23;73.5;3.633333;
2001-02-18;10.6;0;31.4;27.84;23.2;69.75;3.4;
2001-02-19;5.5;0;31;27.44;22.4;74;3.4;
2001-02-20;10.7;0;31.6;28.04;25;74;4.6;
2001-02-21;7.5;0;31.2;28.2;24.6;72;4.1;
2001-02-22;9.3;0;31.6;28.38;25;72.25;3.933333;
2001-02-23;9.2;.1;32;28.84;27;75.5;4.333333;
2001-02-24;10;0;31.6;28.84;26.8;73.25;5.4;
2001-02-25;10.8;0;31.4;29;27.4;70.5;3.4;
2001-02-26;11.4;5;30.8;27.84;24.8;73.75;2.7;
2001-02-27;2.4;0;30.6;28;24;75.75;2.933333;
2001-02-28;5.1;0;31.8;28.88;27;73.5;4.1;
2001-03-01;8.1;.6;31.2;27.44;24.8;83;4.533333;
2001-03-02;7.8;2.2;31.4;28.4;25;73.25;3.466667;
2001-03-03;10;0;31.4;28.96;27.6;72.25;3.633333;
2001-03-04;10.3;.7;31.8;28.58;25.1;74;3.6;
2001-03-05;10.9;0;31.4;28.72;26.8;72.25;3.333333;
2001-03-06;10.3;0;31.6;28.84;26.6;72;3.566667;
2001-03-07;10.6;0;31.4;29.16;27.4;72;3.433333;
2001-03-08;7.6;0;31.6;28.6;25.2;75.25;3.466667;
2001-03-09;1.9;1;31.2;26.92;24.4;85.75;2.6;
2001-03-10;9.4;24.6;30.4;27.76;24;78;2.866667;
2001-03-11;4.2;2.8;30.6;28.24;25;77;2.966667;
2001-03-12;6.9;0;31;28.68;26;75.25;3.566667;
2001-03-13;1.4;4.6;31;27.4;25.6;81.5;2.866667;
2001-03-14;1.2;11.2;29;25.64;22.4;85.75;.533333;
2001-03-15;9.1;1.2;30.6;27.24;21.6;70;2.566667;
2001-03-16;10.4;0;30.6;27.2;21.8;71;2.233333;
2001-03-17;10.3;0;30.8;27.64;22.8;70;2.733333;
2001-03-18;4.2;4.3;30.4;26.6;21.4;80.25;2.033333;
2001-03-19;10.1;0;30.6;27.28;20.8;65.75;3.033333;
2001-03-20;11.2;0;30.8;28.02;23.4;75;1.733333;
2001-03-21;9.9;.6;31.4;28.56;25.6;74;3.633333;
2001-03-22;8.6;15.7;30.8;27.92;24.6;73.5;2.566667;
2001-03-23;9.9;0;30.6;27.8;23.2;67.5;3.633333;
2001-03-24;10.2;0;31;27.76;22.4;70.5;3.5;
2001-03-25;9.9;0;31.4;27.96;22;74.25;3.3;
2001-03-26;5.5;15;30.4;27.12;24.2;86;2.866667;
2001-03-27;5;33.8;30.2;26.92;23.6;83.25;2.233333;
2001-03-28;2.5;38.4;29.8;26.14;23.9;89.75;1.533333;
2001-03-29;6.2;18.3;30.4;27.96;24;74.75;2.533333;
2001-03-30;8.2;0;30.8;27.36;23.4;79.25;1.8;
2001-03-31;3.9;22;30;26.56;23.4;83.75;2.466667;
2001-04-01;2.9;.2;29.4;26.12;23.8;87.25;.533333;
2001-04-02;4.4;17.9;30;26.64;21.8;86.5;2.366667;
2001-04-03;7.4;32.4;30.6;27.56;24;73;3.6;
2001-04-04;4.2;0;30;26.28;22.2;78.25;3.166667;
2001-04-05;10.3;0;30.6;27.6;22.2;71.75;3.9;
2001-04-06;7.3;.2;30.8;27.48;23.8;77.25;2.866667;
2001-04-07;9.2;0;30.8;28.16;25.8;75.25;4.133333;
2001-04-08;7.4;.6;30.4;27.72;24.2;70;4.733333;
2001-04-09;10.7;0;30.6;27.74;22.8;69.5;4.066667;
2001-04-10;10.1;0;31;27.6;22;70.75;4.3;
2001-04-11;0;2.8;28;24.72;22.4;95.75;.266667;
2001-04-12;.9;48;28;25.56;21.6;92.75;1.433333;
2001-04-13;9.4;8.7;29.8;27.4;24.4;83.75;1.533333;
2001-04-14;5.9;0;30.4;26.88;23;85;2.833333;
2001-04-15;0;8.7;27;24.8;22.4;93;2.566667;
2001-04-16;4.6;19;30;26;21.4;88;1.5;
2001-04-17;9.7;13.2;30.2;26.92;23.6;82.25;2.4;
2001-04-18;2.8;0;29.8;26.88;22.6;75.75;3.333333;
2001-04-19;5.4;0;29.7;27.26;23.8;74.75;3.4;
2001-04-20;5.6;.4;29.8;26.96;23.2;80;2.733333;
2001-04-21;9.4;22.8;30.6;27.52;22;74.5;1.933333;
2001-04-22;9.8;0;30.4;27.44;21.6;74.25;3.3;
2001-04-23;9.6;0;30.4;26.12;23.6;82.25;4.6;
2001-04-24;7.2;9.8;30.2;27.2;22.6;76.5;3.933333;
2001-04-25;5.4;3.2;30.4;27.08;24.9;82.25;3.1;
2001-04-26;10.6;4.1;30.4;27.16;23.6;79.25;2.966667;
2001-04-27;9.4;.2;30.6;26.8;22.8;80.5;3.433333;
2001-04-28;0;17.6;28.2;24.64;22.4;95.25;2.6;
2001-04-29;5.9;56.8;29.6;26.16;22;82.75;3.766667;
2001-04-30;6.3;.6;30;26.32;21.2;75.75;2.566667;
2001-05-01;7.6;0;30.2;26.96;21.8;76.75;3.166667;
2001-05-02;9.8;.6;30.6;27.2;21.4;73.25;3.2;
2001-05-03;9.1;0;30.6;27.28;22.8;75;3.666667;
2001-05-04;4.7;.8;29.8;27.12;22.6;77;3.233333;
2001-05-05;8;.1;30.2;26.48;22;79.75;2;
2001-05-06;7.6;3.7;30;26.6;21.2;81.75;1.9;
2001-05-07;9.9;0;30.6;27.44;23;79.75;1.6;
2001-05-08;8.5;0;30.8;27.88;24.6;80.5;3.1;
2001-05-09;9.9;0;30.4;27.96;24.6;74.25;2.466667;
2001-05-10;9.4;0;30.4;27.6;23.4;75;2.533333;
2001-05-11;9.9;0;30.4;27.6;23.2;78;2.933333;
2001-05-12;9.8;.4;30.8;27.92;23.8;79;3.2;
2001-05-13;9.4;0;30.6;27.84;24;75.25;3.133333;
2001-05-14;10.1;0;30.4;27.84;25;70;3.133333;
2001-05-15;9.8;.3;30.6;27.56;23;75.75;4.233333;
2001-05-16;10.3;0;30.8;27.76;23.8;70.75;4.1;
2001-05-17;10.3;0;30.4;27.12;22;71.5;2.466667;
2001-05-18;9.9;0;30;26.84;20.2;73;3.3;
2001-05-19;10.3;0;30.4;27.6;23.2;71.75;2.6;
2001-05-20;10.5;.2;30.4;27.44;24.2;71;3.1;
2001-05-21;10.2;0;31.2;26.96;21.2;68;3.866667;
2001-05-22;10.3;0;31;26.88;20.6;70;4.666667;
2001-05-23;9.2;0;30.4;27.04;22.4;73.75;4.066667;
2001-05-24;9.2;.9;30.6;27.16;21.8;73;2.866667;
2001-05-25;8.5;20.8;30.2;26.84;22.8;78;2.033333;
2001-05-26;9.4;1.5;30;27.04;21.6;72.75;3.7;
2001-05-27;10.1;0;30;27.08;21.8;72.5;2.833333;
2001-05-28;10.4;0;30.2;27.12;21.2;75;2.533333;
2001-05-29;9.4;9.4;30.2;27.56;24.2;75.75;3;
2001-05-30;9.1;.1;30.2;26.28;23.2;87.25;1.966667;
2001-05-31;7.8;9;29.8;27.08;23.4;76.5;1.2;
2001-06-01;8.1;36.4;29.6;25.72;23.2;87.5;1.733333;
2001-06-02;4.1;2;29.3;26.26;22.8;78.75;2.666667;
2001-06-03;7.3;8.4;29.4;26.08;22.2;81.25;2.833333;
2001-06-04;8.7;10.4;29.6;25.34;21.9;84;5.133333;
2001-06-05;3.4;43.2;30;25.56;22;84.25;3.2;
2001-06-06;10.1;7.9;29.4;25.8;21.4;84.75;1.6;
2001-06-07;1.4;16.4;27.8;25.4;20.8;77;2.733333;
2001-06-08;8.9;8.2;29.6;25.68;21.8;83.25;1.433333;
2001-06-09;9.8;.3;30;26.12;22;79.5;3;
2001-06-10;4.9;12.4;29;25.54;22.7;80.5;2.766667;
2001-06-11;8.4;5.8;29.4;25.96;21.4;76.5;3.6;
2001-06-12;9.8;.1;29.4;26.08;21.8;79;1.9;
2001-06-13;9.4;0;29.6;26.04;21.8;76.5;2.4;
2001-06-14;.2;15.2;26.8;23.64;21.6;89.5;2.533333;
2001-06-15;7.4;14.6;28.8;24.64;21;85;3.2;
2001-06-16;9.9;.5;29.2;26.08;21;77;3.066667;
2001-06-17;1.5;1.1;29;26.4;23.6;76.5;3.3;
2001-06-18;2.8;.1;29.2;25.92;23;79.25;3.166667;
2001-06-19;5.3;0;29;25.32;22;80;3.866667;
2001-06-20;.2;1.6;28.2;24.72;22.6;84.75;3.966667;
2001-06-21;3.7;4.1;29.2;25;22;86;2.1;
2001-06-22;2;4.8;29;25.64;22.8;81.75;2.5;
2001-06-23;3.3;9.2;28.6;23.96;21.4;85.25;2.2;
2001-06-24;4.4;.3;28.6;24.96;21;81;3.266667;
2001-06-25;7.6;.2;29.2;25.52;22.2;79.5;3.966667;
2001-06-26;3;1.6;28.8;25.4;22.6;93.5;2.633333;
2001-06-27;2.7;30.1;29;25.24;23.2;86.75;1.4;
2001-06-28;10.2;5.4;29;25.84;22.4;80.5;2.4;
2001-06-29;7.5;0;29.4;25.16;22.2;84;4.3;
2001-06-30;3.1;14.6;28.8;24.88;22.6;88.25;2.2;
2001-07-01;8;4.4;29;25.48;21.4;null;3.15;
2001-07-02;4.1;4.8;28.2;25.32;22.2;null;2.75;
2001-07-03;6.6;0;29;26.04;21.4;null;1.6;
2001-07-04;8.7;2.5;29;25.72;22.2;null;1.95;
2001-07-05;5.8;.2;29;25.04;21.8;null;2.6;
2001-07-06;8.3;14.6;28.8;26.24;22.2;null;2.95;
2001-07-07;8.6;.8;29;26.24;22;null;3.45;
2001-07-08;7.2;8;28.6;25.8;23.6;null;3.8;
2001-07-09;2.7;5.6;28;25.2;22.4;null;3.5;
2001-07-10;6.3;.3;28.4;24.92;21.8;null;2.3;
2001-07-11;6.9;.7;29;25.24;21.8;null;2.15;
2001-07-12;0;15.8;27.8;24.72;23.2;null;1.6;
2001-07-13;2.4;9.2;28.6;25.44;23;null;2.2;
2001-07-14;10;1.4;29;24.92;21.4;null;2.8;
2001-07-15;9;3.4;28.4;25.12;21.2;null;2.05;
2001-07-16;8.4;4.6;28.2;24.6;21.8;null;1.95;
2001-07-17;9.5;7.8;28.8;26.24;22;null;3.3;
2001-07-18;9.8;1.4;29;25.8;23.4;null;3.1;
2001-07-19;.1;8.5;26.2;23.64;22.2;null;1.8;
2001-07-20;1.3;20.6;28;24.88;21.8;null;1.8;
2001-07-21;6.3;14;28.2;25.6;21.8;null;1.8;
2001-07-22;6.6;1;28.6;24.8;20.6;null;.9;
2001-07-23;9.9;.1;29;26.08;23.4;null;3.75;
2001-07-24;9;.1;28.4;24.76;22;null;2.15;
2001-07-25;10;0;29;25.6;21.4;null;3.6;
2001-07-26;9.4;13.6;28.8;25.28;21.8;null;3.5;
2001-07-27;7.5;0;28.6;24.36;21.6;null;3.05;
2001-07-28;6.8;30.1;28.4;25.12;21.4;84.75;3.8;
2001-07-29;2.4;7.4;27.8;24.08;21.6;null;3.45;
2001-07-30;8.9;3.6;28.2;25.6;21.6;null;4.45;
2001-07-31;8.8;.2;28.4;25.76;22.4;null;4.7;
2001-08-01;9.4;0;28.8;25.4;21;null;3.8;
2001-08-02;7.9;.2;28.6;24.12;21.6;null;3;
2001-08-03;7.4;7.8;28.4;25.08;21.4;null;4.5;
2001-08-04;10.5;0;28.8;25.36;21;null;3.95;
2001-08-05;6.1;.2;28;24.44;20.2;null;3.5;
2001-08-06;9.3;.3;28.2;24.24;20.6;null;3.65;
2001-08-07;6;.2;27.4;24.16;21;null;2.5;
2001-08-08;10.8;2.6;28.2;26.32;22;null;4.15;
2001-08-09;4.8;0;28.2;25.44;23.8;null;2.95;
2001-08-10;10.3;1.8;28.4;25.16;22.8;null;4.15;
2001-08-11;10.7;.2;28.4;24.64;21.2;null;3.3;
2001-08-12;9.2;4.5;28.6;25.16;21.4;null;3.3;
2001-08-13;9.9;9.6;28.2;24.96;20.8;null;3.6;
2001-08-14;10.3;0;28.4;24.76;20.6;null;3.15;
2001-08-15;2.7;7.2;28;24.48;22.4;null;2.45;
2001-08-16;7.1;4.5;28;24.2;21.6;null;1.95;
2001-08-17;9.9;1.4;28.2;24.96;20.4;null;4.6;
2001-08-18;8.7;0;28.4;25.36;20.8;null;4.45;
2001-08-19;10;1.8;28.6;26.04;23;null;3.8;
2001-08-20;8.2;4.6;28.6;24.88;22.6;null;3.65;
2001-08-21;9.8;.8;28.6;25.6;21.2;null;3.6;
2001-08-22;4.5;.2;27.8;25.2;22;null;4.3;
2001-08-23;9.4;4;29;26.04;23.2;null;3.4;
2001-08-24;8.2;0;28.8;25.52;21.6;null;3.8;
2001-08-25;10.2;3.1;28.6;25.68;23.4;null;4.45;
2001-08-26;7;.4;28.6;25.88;23;null;4;
2001-08-27;2.8;0;28.8;25.04;21.8;null;3.15;
2001-08-28;2.6;2.1;28.4;25.6;23;null;4;
2001-08-29;10.1;0;29.2;26.04;23.6;null;3.95;
2001-08-30;8.1;4.4;28.8;25.64;22;null;3.35;
2001-08-31;8.3;.2;29;26.04;23.6;null;4.1;
2001-09-01;4.2;2.8;28.4;24.96;22.6;null;3.65;
2001-09-02;2.6;17.7;27.6;24.88;22;null;3.15;
2001-09-03;9.9;7.2;28.8;25.56;23;null;3.5;
2001-09-04;5.2;6.8;28.4;25.52;22.8;null;2.65;
2001-09-05;9.8;.3;28.6;26.12;24.6;null;3.45;
2001-09-06;10.3;0;29;25.36;21;null;4.65;
2001-09-07;8.9;0;28.6;25.12;20.4;null;3.45;
2001-09-08;10.7;0;28.8;25.64;20.6;null;3.95;
2001-09-09;9.9;.9;28.8;25.92;21.6;null;3.15;
2001-09-10;7.3;0;29;26.64;25.2;null;3.2;
2001-09-11;9.9;0;28.8;26.28;25.2;null;3.1;
2001-09-12;9.1;0;29;26.64;25;null;2.65;
2001-09-13;10.1;0;null;null;25.4;null;4.6;
2001-09-14;null;0;null;null;null;null;null;
2001-09-15;null;0;null;null;null;null;null;
2001-09-16;null;0;null;null;null;null;null;
2001-09-17;null;0;null;null;null;null;null;
2001-09-18;null;0;null;null;null;null;null;
2001-09-19;null;0;null;null;null;null;null;
2001-09-20;null;0;null;null;null;null;null;
2001-09-21;null;0;null;null;null;null;null;
2001-09-22;null;3;30;25.96;21;null;2.65;
2001-09-23;9.7;0;29.2;25.92;21.2;null;4.45;
2001-09-24;9.3;.2;29.2;26.04;20.8;null;3.6;
2001-09-25;3.5;3.6;28.8;25.76;24;null;3.6;
2001-09-26;9.6;.6;29;26.4;23;null;2.95;
2001-09-27;10.3;0;29.4;27.16;25.2;null;3.15;
2001-09-28;8.7;.2;29.8;27;25;null;3.3;
2001-09-29;9.5;0;30.2;27;24.4;null;4.15;
2001-09-30;9.5;.7;30;26.76;23.8;null;4.45;
2001-10-01;10.3;0;30;26.72;22.6;null;4.15;
2001-10-02;8.7;0;29.6;27.2;25.2;null;3.3;
2001-10-03;7.8;0;29.6;27.2;25.6;null;3.3;
2001-10-04;10;0;29.6;27.24;25.4;null;3.95;
2001-10-05;7.3;.7;29.6;26.56;23.4;null;2.8;
2001-10-06;6.7;.2;29.6;26.92;25.8;null;2.65;
2001-10-07;10.3;0;29.8;27.44;25.6;null;2.45;
2001-10-08;9.8;.7;30;26.88;22.4;null;2.8;
2001-10-09;10.5;0;30.4;27.28;24;null;2.3;
2001-10-10;10.6;0;29.6;27.56;25.8;null;3.3;
2001-10-11;10.8;0;29.8;27.56;25.8;null;3.3;
2001-10-12;5.9;0;29.8;27.64;26;null;2.8;
2001-10-13;9.2;0;29.8;27.6;26.4;null;2.9;
2001-10-14;10.7;0;30;27.6;25.8;null;3.45;
2001-10-15;10.5;2.6;29.6;27.48;25.2;null;3.65;
2001-10-16;9.8;0;30;27.72;25.8;null;3.3;
2001-10-17;10.4;.1;30.2;27.56;25.2;null;2.45;
2001-10-18;10.5;0;30.4;27.76;26;null;3.45;
2001-10-19;9.8;0;30.2;27.64;26.2;null;3.15;
2001-10-20;10.2;.1;30.2;27.76;26;null;2.8;
2001-10-21;10.4;0;30;27.6;26;null;2.8;
2001-10-22;9.6;0;30;27.52;25.6;null;3.65;
2001-10-23;8.9;0;30.4;27.84;26;null;3.45;
2001-10-24;10.6;0;30.2;27.08;22.8;null;3.75;
2001-10-25;9.1;0;30.2;26.96;24.2;null;3.4;
2001-10-26;7.7;0;29.6;26.56;21.6;null;2.8;
2001-10-27;1.9;2.8;28.8;26.12;22.6;null;2.3;
2001-10-28;0;2.6;27.4;24.8;23.2;null;1.5;
2001-10-29;9.3;12.2;29.8;26.92;22.8;null;3.65;
2001-10-30;10.1;.3;29.8;27.36;25.4;null;3.3;
2001-10-31;10.5;0;30;27.48;25.8;null;3.8;
2001-11-01;10.6;0;30.2;27.56;25.2;null;3.95;
2001-11-02;10.5;0;29.8;27.52;25.8;null;3.3;
2001-11-03;9.9;0;30;27.76;26.4;null;3.65;
2001-11-04;10.7;0;30.2;27.88;26.2;null;3.45;
2001-11-05;10.5;0;30.2;27.72;25.8;null;3.95;
2001-11-06;10.4;0;30.2;27.88;26.4;null;3.45;
2001-11-07;10.6;0;30.2;27.72;26.2;null;3.15;
2001-11-08;6.4;.1;30.4;27.4;23;null;2.65;
2001-11-09;10.2;.3;30.2;27.36;24.6;null;3.3;
2001-11-10;10.6;0;30.8;27.4;23.6;null;3.5;
2001-11-11;10.8;0;30.4;27.12;22.8;null;3.8;
2001-11-12;10.2;0;30.2;27.8;25.8;null;4.05;
2001-11-13;10.8;0;30.2;27.88;26;null;3.3;
2001-11-14;8.4;.2;30.2;27.48;25.6;null;2.05;
2001-11-15;8.1;0;30.2;27.88;25.2;null;3.45;
2001-11-16;10.8;0;30.6;28.16;26.6;null;3.6;
2001-11-17;8.1;.2;31.2;28.2;25.4;null;2.95;
2001-11-18;10.5;5.9;30.4;27.84;25;null;3.7;
2001-11-19;8.4;0;30;27.96;26.2;null;3.65;
2001-11-20;11.2;.6;30.2;27.48;26;null;4.3;
2001-11-21;.5;4.7;29.4;26.4;23.4;null;3.8;
2001-11-22;10.7;1.6;30.2;27.36;24;null;3.8;
2001-11-23;10.9;0;30.4;27.72;26.2;null;3.65;
2001-11-24;10.4;0;30.4;27.96;26.2;null;3.55;
2001-11-25;7.1;0;30.6;27.84;25.8;null;3.45;
2001-11-26;9.5;.6;30.6;27.8;24.8;null;3.15;
2001-11-27;10.1;.8;30;27.72;26;null;3.45;
2001-11-28;9.1;.5;30.4;28.12;26;null;3.65;
2001-11-29;8.8;.6;30.4;28.08;26.2;null;3.65;
2001-11-30;10;0;30.8;28.4;26.4;null;3.45;
2001-12-01;10.2;0;30.8;28.4;27;null;3.95;
2001-12-02;11.1;0;30.8;28.2;26;null;2.8;
2001-12-03;10.4;0;30.8;28.36;26.4;null;2.8;
2001-12-04;9.6;2.3;30.8;28.08;26;null;3.6;
2001-12-05;9.5;.3;30.8;28.08;25.2;null;3.3;
2001-12-06;10.7;0;31;28.4;26.2;null;3.65;
2001-12-07;10.6;0;30.8;28.28;26.8;null;4.05;
2001-12-08;4.8;.5;30.6;27.04;24;null;3;
2001-12-09;1.6;16.2;29.2;26.44;23.4;null;1.75;
2001-12-10;6.1;10;29.8;26.16;19.2;null;2.95;
2001-12-11;5.9;3.4;29.8;26.48;24.2;null;3.5;
2001-12-12;9.9;11.9;30;27.48;23.6;null;3.1;
2001-12-13;10;0;30.4;27;20;null;3.65;
2001-12-14;10.2;.5;30.6;27.44;21.8;null;3.95;
2001-12-15;6.2;1.1;29.8;27.92;26.2;null;4.15;
2001-12-16;10.7;.9;30.2;28.04;25.4;null;3.95;
2001-12-17;9.4;0;30.2;27.12;23.2;null;2.1;
2001-12-18;8.6;.1;29.8;26.8;21;null;3.8;
2001-12-19;10.3;.2;30.6;27.68;22.4;null;2.2;
2001-12-20;8.5;0;30.8;28.48;26.6;null;3.3;
2001-12-21;10.3;.6;31;28.28;26;null;4.15;
2001-12-22;10.2;0;31.2;27.6;21.8;null;3.1;
2001-12-23;8;0;30.8;27.12;21.4;null;2.65;
2001-12-24;10.5;.1;31.2;27.76;23.2;null;3.65;
2001-12-25;11;0;31;27.28;21;null;4.45;
2001-12-26;9.8;0;30.8;27.96;23.8;null;3.45;
2001-12-27;8.5;1.3;31;27.92;25;null;2.45;
2001-12-28;9.4;.2;31.4;28.36;24.2;null;3.45;
2001-12-29;5.6;.2;31;28.12;24;null;3.45;
2001-12-30;6.8;.2;31.2;28.04;24.4;null;3.15;
2001-12-31;7.2;0;30;27.24;20.6;null;3.45;
2002-01-01;1.3;.4;30.8;27.16;22.2;null;3.3;
2002-01-02;3.1;1.7;31;27.16;20;null;3.1;
2002-01-03;1.8;1.3;30.6;27.72;23;null;2.8;
2002-01-04;6.7;0;31.2;28.92;27;null;2.45;
2002-01-05;5;8.7;30;27.68;25;null;2.5;
2002-01-06;.7;14.2;28.2;25.16;24;null;2.45;
2002-01-07;0;15.6;29;26.32;23.8;null;2.65;
2002-01-08;7.3;.3;30.6;26.24;23.8;null;2.05;
2002-01-09;10.5;7;30;27.2;23;null;3.3;
2002-01-10;7.1;77.4;30;26.48;22.8;null;2.3;
2002-01-11;8.8;7.4;30.2;27.44;24.8;null;3.8;
2002-01-12;6.2;12.7;30.2;27.56;24.6;null;4.3;
2002-01-13;9.2;3.4;29.8;27.6;24.4;null;2.95;
2002-01-14;9.9;2.6;30;27.2;24.6;null;2.3;
2002-01-15;9.4;.1;30.2;27.8;24.4;null;2.95;
2002-01-16;4.2;1.8;29.8;27.72;25.2;null;1.9;
2002-01-17;4.3;4.6;29.8;27.52;25.6;null;2.65;
2002-01-18;3;0;29.4;27.28;25;null;1.65;
2002-01-19;9.4;2;30;27.84;26.2;null;2.8;
2002-01-20;10.6;0;30.6;28.54;26.9;null;3.15;
2002-01-21;.1;2.4;29;26.68;25.9;null;3;
2002-01-22;8.5;12.6;29.8;27.82;25.9;null;3.1;
2002-01-23;7.4;0;30.2;27.62;25.1;null;1.5;
2002-01-24;9.4;2.4;30.2;27.8;25.6;null;2.3;
2002-01-25;10.8;.4;30.6;28.6;27;null;3.15;
2002-01-26;8.9;.1;30.8;28.26;25.3;null;3.6;
2002-01-27;8.9;0;31;28.56;26.8;null;3.6;
2002-01-28;6.8;0;30.4;27.96;26;null;2.3;
2002-01-29;8;.3;30.8;27.56;25.2;null;2.5;
2002-01-30;9.9;0;30.8;28.64;26.8;null;3.3;
2002-01-31;9.8;0;31;28.48;27;null;3.6;
2002-02-01;7.9;0;31;28.54;27.3;null;3.15;
2002-02-02;9.3;0;31;28.54;27.1;null;3.3;
2002-02-03;9.4;0;30.8;26.74;24.1;null;2.45;
2002-02-04;4.7;66;29.8;26.74;23.9;null;2.3;
2002-02-05;8;2.2;30;27.52;24.1;null;4;
2002-02-06;7.2;2;30.2;28.1;25.5;null;3.15;
2002-02-07;11;0;30.8;28.18;25.5;null;3.8;
2002-02-08;11;0;30.8;28.58;26.7;null;2.9;
2002-02-09;3.2;8.2;30;27.18;24.3;null;1.85;
2002-02-10;4.6;3.4;29.8;26.7;24.1;null;2.05;
2002-02-11;4.7;20.2;30;26.54;22.1;null;1.9;
2002-02-12;10.3;8.8;30.6;27.86;24.1;null;3.5;
2002-02-13;1.1;2.6;29.8;27.22;23.5;null;2.05;
2002-02-14;2.7;5;30;26.74;24.5;null;1.2;
2002-02-15;9.4;5.4;30.6;28.06;25.5;null;2.9;
2002-02-16;9.5;.8;30.4;27.82;24.3;null;2;
2002-02-17;7.1;5.5;30.2;27.42;23.9;null;2.8;
2002-02-18;10.8;.6;30.6;27.9;23.3;null;3;
2002-02-19;10.1;2.6;30.6;28.1;24.9;null;3;
2002-02-20;10.6;0;30.6;28.34;25.5;null;3.1;
2002-02-21;11.2;0;31;28.74;26.9;null;3.3;
2002-02-22;10.6;0;31.2;28.3;24.3;null;3.5;
2002-02-23;9;0;31.2;28.54;25.3;null;3.55;
2002-02-24;10.3;0;31.2;28.86;26.9;null;4.1;
2002-02-25;8.1;0;31.4;28.46;24.5;null;2.9;
2002-02-26;9.8;0;31.4;28.42;24.7;null;3.55;
2002-02-27;10;0;31.4;28.54;25.5;null;5;
2002-02-28;9.9;0;31.4;28.7;27.1;null;5.3;
2002-03-01;9.3;0;31.6;28.14;24.3;null;3.95;
